design_id,title,slug,teepublic_url,image_url,description,tags,artist,collection,product_types,niche,secondary_niche,recipient,occasion,style,theme,primary_keyword,secondary_keyword,long_tail_keyword,seo_title,h1,meta_description,image_alt,canonical_url,breadcrumbs,content_cluster,pillar_page,jsonld_type,scrape_timestamp
23756752,Black Panther Art - NASA Space Badge 129 T-Shirt,black-panther-art-nasa-space-badge-129,https://www.teepublic.com/t-shirt/23756752-black-panther-art-nasa-space-badge-129,"https://images.teepublic.com/derived/production/designs/23756752_0/1629273674/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Physics,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space patch,vintage NASA astronaut mission badge shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge 129 T-Shirt,Shop the Black Panther NASA Space Badge T-Shirt. Featuring an authentic space mission patch design for astronomy fans and space enthusiasts.,Black Panther Art NASA Space Badge T-Shirt flat lay,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:48:03.429545
23758296,Black Panther Art - NASA Space Badge 140 T-Shirt,black-panther-art-nasa-space-badge-140,https://www.teepublic.com/t-shirt/23758296-black-panther-art-nasa-space-badge-140,"https://images.teepublic.com/derived/production/designs/23758296_0/1629277955/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Physics,Husband,Everyday,Retro Vintage,Space Mission Badge,NASA space badge t-shirt,Black Panther space patch,vintage NASA mission badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge T-Shirt,Explore the cosmos with this vintage Black Panther NASA space badge t-shirt. A unique mission patch design inspired by space exploration history.,Black Panther Art NASA Space Badge T-Shirt design preview,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:48:13.873422
23755639,Black Panther Art - NASA Space Badge 123 T-Shirt,black-panther-art-nasa-space-badge-123,https://www.teepublic.com/t-shirt/23755639-black-panther-art-nasa-space-badge-123,"https://images.teepublic.com/derived/production/designs/23755639_0/1629272782/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_20_0_x626,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Husband,Everyday,Retro Vintage,Space Mission Badge,NASA space badge t-shirt,astronaut mission patch shirt,vintage black panther NASA space badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge T-Shirt,Shop the Black Panther NASA Space Badge T-Shirt. Featuring a modified historic astronaut mission patch design. Perfect for space enthusiasts and collectors.,Black Panther NASA Space Badge T-Shirt design preview,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:48:25.387491
23758304,Black Panther Art - NASA Space Badge 145 T-Shirt,black-panther-art-nasa-space-badge-145,https://www.teepublic.com/t-shirt/23758304-black-panther-art-nasa-space-badge-145,"https://images.teepublic.com/derived/production/designs/23758304_0/1629278310/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineering,Husband,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,astronaut mission patch shirt,black panther art NASA space badge tee,Black Panther NASA Space Badge T-Shirt,Black Panther Art NASA Space Badge T-Shirt,"Shop the Black Panther Art NASA Space Badge T-Shirt. Inspired by official astronaut mission patches, this unique space design is perfect for collectors.",Black Panther Art NASA Space Badge T-Shirt displayed on a white background,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:48:48.290279
23755610,Black Panther Art - NASA Space Badge 119 T-Shirt,black-panther-art-nasa-space-badge-119,https://www.teepublic.com/t-shirt/23755610-black-panther-art-nasa-space-badge-119,"https://images.teepublic.com/derived/production/designs/23755610_0/1629272743/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission Badge,NASA space badge t-shirt,Black Panther space patch,vintage NASA astronaut mission badge shirt,Black Panther NASA Space Badge T-Shirt | Retro Tee,Black Panther Art - NASA Space Badge 119 T-Shirt,Explore the cosmos with our Black Panther NASA Space Badge T-Shirt. Inspired by authentic astronaut mission patches. Order your vintage space tee today!,Black Panther NASA Space Badge 119 T-Shirt displayed flat,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:48:58.903649
23736476,Black Panther Art - NASA Space Badge 114 T-Shirt,black-panther-art-nasa-space-badge-114,https://www.teepublic.com/t-shirt/23736476-black-panther-art-nasa-space-badge-114,"https://images.teepublic.com/derived/production/designs/23736476_0/1629185507/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Husband,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space art shirt,vintage NASA astronaut mission patch t-shirt,Black Panther NASA Space Badge T-Shirt | Retro Tee,Black Panther Art NASA Space Badge T-Shirt,Explore the cosmos with this Black Panther NASA space badge t-shirt. Featuring a vintage astronaut mission patch design. Shop space apparel today!,Black Panther Art NASA Space Badge T-Shirt on a model,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:49:10.400296
23758297,Black Panther Art - NASA Space Badge 141 T-Shirt,black-panther-art-nasa-space-badge-141,https://www.teepublic.com/t-shirt/23758297-black-panther-art-nasa-space-badge-141,"https://images.teepublic.com/derived/production/designs/23758297_0/1629278271/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Husband,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,astronaut mission patch shirt,vintage black panther NASA space badge tee,Black Panther NASA Space Badge T-Shirt | Vintage Tee,Black Panther Art - NASA Space Badge 141 T-Shirt,Discover the Black Panther NASA Space Badge T-Shirt. A unique vintage-style astronaut mission patch tee inspired by official space exploration history.,Black Panther NASA Space Badge T-Shirt flat lay,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:49:21.286917
23756767,Black Panther Art - NASA Space Badge 135 T-Shirt,black-panther-art-nasa-space-badge-135,https://www.teepublic.com/t-shirt/23756767-black-panther-art-nasa-space-badge-135,"https://images.teepublic.com/derived/production/designs/23756767_0/1629273754/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Physics,Dad,Everyday,Retro Vintage,Space Mission,NASA Space Badge T-Shirt,Black Panther Space Patch,vintage NASA astronaut mission patch t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art NASA Space Badge T-Shirt,Explore the cosmos with this Black Panther NASA Space Badge T-Shirt. Featuring an authentic-style astronaut mission patch design for space enthusiasts.,Black Panther NASA Space Badge T-Shirt featuring astronaut mission patch,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:49:31.561297
23755608,Black Panther Art - NASA Space Badge 117 T-Shirt,black-panther-art-nasa-space-badge-117,https://www.teepublic.com/t-shirt/23755608-black-panther-art-nasa-space-badge-117,"https://images.teepublic.com/derived/production/designs/23755608_0/1629270706/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space art,vintage NASA mission patch t-shirt,Black Panther NASA Space Badge T-Shirt | Retro Tee,Black Panther Art NASA Space Badge T-Shirt,Shop the Black Panther Art NASA Space Badge T-Shirt. Vintage astronaut mission patch design inspired by space exploration. Order yours today!,Black Panther Art NASA Space Badge T-Shirt displayed on a model,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:49:42.210261
23755508,Black Panther Art - NASA Space Badge 116 T-Shirt,black-panther-art-nasa-space-badge-116,https://www.teepublic.com/t-shirt/23755508-black-panther-art-nasa-space-badge-116,"https://images.teepublic.com/derived/production/designs/23755508_0/1629269458/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,astronaut patch shirt,vintage black panther space mission badge tee,Black Panther NASA Space Badge T-Shirt | Retro Tee,Black Panther NASA Space Badge T-Shirt,Shop the Black Panther NASA Space Badge T-Shirt. Featuring a modified vintage astronaut mission patch design. Perfect for space enthusiasts and collectors.,Black Panther Art NASA Space Badge 116 T-Shirt Flat Lay,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:49:52.531977
23758300,Black Panther Art - NASA Space Badge 143 T-Shirt,black-panther-art-nasa-space-badge-143,https://www.teepublic.com/t-shirt/23758300-black-panther-art-nasa-space-badge-143,"https://images.teepublic.com/derived/production/designs/23758300_0/1629278280/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_26_0_x626,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission Badge,NASA space badge t-shirt,astronaut mission patch shirt,black panther art nasa space badge tee,NASA Space Badge T-Shirt | Black Panther Art,Black Panther Art NASA Space Badge T-Shirt,Shop the Black Panther Art NASA Space Badge T-Shirt. Featuring an authentic-style astronaut mission patch design for space enthusiasts and collectors.,Black Panther Art NASA Space Badge T-Shirt featuring astronaut mission patch,/designs/black-panther-art-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:50:03.393686
23758281,Black Panther Art - NASA Space Badge 137 T-Shirt,black-panther-art-nasa-space-badge-137,https://www.teepublic.com/t-shirt/23758281-black-panther-art-nasa-space-badge-137,"https://images.teepublic.com/derived/production/designs/23758281_0/1629277906/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space shirt,vintage NASA astronaut mission patch t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art NASA Space Badge T-Shirt,Explore the cosmos with the Black Panther NASA Space Badge T-Shirt. Featuring an authentic-style astronaut mission patch design for space fans and collectors.,Black Panther NASA Space Badge T-Shirt featuring retro astronaut mission patch design,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:50:14.003679
23756760,Black Panther Art - NASA Space Badge 132 T-Shirt,black-panther-art-nasa-space-badge-132,https://www.teepublic.com/t-shirt/23756760-black-panther-art-nasa-space-badge-132,"https://images.teepublic.com/derived/production/designs/23756760_1/1629276399/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Physics,Husband,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,astronaut mission patch shirt,vintage black panther NASA space badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art NASA Space Badge T-Shirt,Explore the cosmos with this vintage-inspired Black Panther NASA space badge t-shirt. Featuring a classic astronaut mission patch design for space fans.,Black Panther NASA Space Badge T-Shirt featuring vintage astronaut patch design,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:50:24.663812
23758295,Black Panther Art - NASA Space Badge 139 T-Shirt,black-panther-art-nasa-space-badge-139,https://www.teepublic.com/t-shirt/23758295-black-panther-art-nasa-space-badge-139,"https://images.teepublic.com/derived/production/designs/23758295_0/1629277953/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space patch shirt,vintage NASA astronaut mission badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge 139 T-Shirt,Discover the Black Panther NASA Space Badge T-Shirt. Featuring a classic astronaut mission patch design inspired by space exploration history.,Black Panther Art NASA Space Badge 139 T-Shirt displayed on white background,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:50:35.229169
23756755,Black Panther Art - NASA Space Badge 130 T-Shirt,black-panther-art-nasa-space-badge-130,https://www.teepublic.com/t-shirt/23756755-black-panther-art-nasa-space-badge-130,"https://images.teepublic.com/derived/production/designs/23756755_0/1629273708/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA Space Badge T-Shirt,Black Panther Space Patch,vintage NASA astronaut mission badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge 130 T-Shirt,Explore the cosmos with the Black Panther NASA Space Badge T-Shirt. Featuring an authentic vintage space mission patch design for astronomy fans and space lovers.,Black Panther NASA Space Badge 130 T-Shirt product view,/designs/black-panther-nasa-space-badge-130-tshirt,,,,Product,2026-08-02T04:50:45.863276
23755650,Black Panther Art - NASA Space Badge 126 T-Shirt,black-panther-art-nasa-space-badge-126,https://www.teepublic.com/t-shirt/23755650-black-panther-art-nasa-space-badge-126,"https://images.teepublic.com/derived/production/designs/23755650_0/1629272839/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineering,Husband,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space patch shirt,vintage NASA astronaut mission badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge T-Shirt,Shop the Black Panther NASA Space Badge T-Shirt. Featuring a unique astronaut mission patch design inspired by space exploration history. Order yours today!,Black Panther NASA Space Badge T-Shirt displayed on white background,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:50:57.140975
23755647,Black Panther Art - NASA Space Badge 125 T-Shirt,black-panther-art-nasa-space-badge-125,https://www.teepublic.com/t-shirt/23755647-black-panther-art-nasa-space-badge-125,"https://images.teepublic.com/derived/production/designs/23755647_0/1629272823/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA Space Badge T-Shirt,Black Panther Space Patch,vintage NASA astronaut mission badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art NASA Space Badge T-Shirt,Explore the cosmos with the Black Panther Art NASA Space Badge T-Shirt. Featuring an authentic space mission patch design for astronomy fans and collectors.,Black Panther Art NASA Space Badge T-Shirt featuring vintage space mission patch design,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:51:08.813837
23755625,Black Panther Art - NASA Space Badge 120 T-Shirt,black-panther-art-nasa-space-badge-120,https://www.teepublic.com/t-shirt/23755625-black-panther-art-nasa-space-badge-120,"https://images.teepublic.com/derived/production/designs/23755625_0/1629272764/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,,,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space art shirt,vintage NASA mission patch t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge T-Shirt,Discover the unique Black Panther NASA space badge t-shirt. Featuring a vintage mission patch design inspired by space exploration. Shop now!,Black Panther NASA Space Badge T-Shirt featuring a vintage mission patch design,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:51:20.239745
23758302,Black Panther Art - NASA Space Badge 144 T-Shirt,black-panther-art-nasa-space-badge-144,https://www.teepublic.com/t-shirt/23758302-black-panther-art-nasa-space-badge-144,"https://images.teepublic.com/derived/production/designs/23758302_0/1629278322/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space patch shirt,vintage NASA astronaut mission badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge 144 T-Shirt,Shop the Black Panther NASA Space Badge T-Shirt. Featuring an authentic-style vintage space mission patch design for astronomy and space fans.,Black Panther NASA Space Badge 144 T-Shirt Design,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:51:31.344808
23756763,Black Panther Art - NASA Space Badge 134 T-Shirt,black-panther-art-nasa-space-badge-134,https://www.teepublic.com/t-shirt/23756763-black-panther-art-nasa-space-badge-134,"https://images.teepublic.com/derived/production/designs/23756763_0/1629273765/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Physics,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,black panther space art,vintage NASA astronaut mission patch shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art NASA Space Badge T-Shirt,Explore the cosmos with the Black Panther Art NASA Space Badge T-Shirt. Featuring a unique astronaut mission patch design for space enthusiasts.,Black Panther Art NASA Space Badge T-Shirt product view,/designs/black-panther-art-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:51:43.052901
23755643,Black Panther Art - NASA Space Badge 124 T-Shirt,black-panther-art-nasa-space-badge-124,https://www.teepublic.com/t-shirt/23755643-black-panther-art-nasa-space-badge-124,"https://images.teepublic.com/derived/production/designs/23755643_0/1629272822/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space patch shirt,vintage NASA astronaut mission patch t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther NASA Space Badge T-Shirt,Shop the Black Panther NASA Space Badge T-Shirt. Featuring a unique astronaut mission patch design inspired by space exploration history. Order yours today!,Black Panther NASA Space Badge T-Shirt featuring vintage astronaut patch design,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:51:53.980617
23758298,Black Panther Art - NASA Space Badge 142 T-Shirt,black-panther-art-nasa-space-badge-142,https://www.teepublic.com/t-shirt/23758298-black-panther-art-nasa-space-badge-142,"https://images.teepublic.com/derived/production/designs/23758298_0/1629278289/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Dad,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space patch shirt,vintage NASA astronaut mission badge t-shirt,Black Panther NASA Space Badge T-Shirt,Black Panther NASA Space Badge T-Shirt,Discover the Black Panther NASA Space Badge T-Shirt. A retro vintage space mission patch design inspired by authentic astronaut gear. Shop now!,Black Panther NASA Space Badge T-Shirt featuring retro astronaut mission patch design,/designs/black-panther-nasa-space-badge-tshirt,,,,Product,2026-08-02T04:52:04.908066
23756761,Black Panther Art - NASA Space Badge 133 T-Shirt,black-panther-art-nasa-space-badge-133,https://www.teepublic.com/t-shirt/23756761-black-panther-art-nasa-space-badge-133,"https://images.teepublic.com/derived/production/designs/23756761_0/1629273742/i_m:bi_production_blanks_mtl53ofohwq5goqjo9ke_1462829015,c_0_0_470x,s_630,q_90.jpg","This badge is one of many that NASA personnel and the astronauts themselves created for space and other missions. The astronauts have been wearing official mission patches since 1965. There are more than 150 such patches, a treasure trove for collectors. Nearly all patches list the crew and display stars and stripes. Many show the space shuttle and the International Space Station. This original NASA badge was modified to a certain extent to make the badge look like a more general looking patch.","astronaut, badge, space",The Black Panther,View More By This Artist,T-Shirt,Astronomy,Engineer,Husband,Everyday,Retro Vintage,Space Mission,NASA space badge t-shirt,Black Panther space patch,vintage NASA astronaut mission badge shirt,Black Panther NASA Space Badge T-Shirt,Black Panther Art - NASA Space Badge 133 T-Shirt,"Discover the Black Panther NASA Space Badge T-Shirt. Inspired by official astronaut mission patches, this unique space design is a collector's dream.",Black Panther Art NASA Space Badge T-Shirt Display,/designs/black-panther-nasa-space-badge-t-shirt,,,,Product,2026-08-02T04:52:16.586205
